Codigo;Denominacion_Generica_ES;Denominacion_Generica_VAL;Denominacion_Especifica;Denominacion;Regimen;Tipo_Via;Direccion;Num;Codigo_postal;Localidad;Provincia;Telefono;Fax;COD_EDIFICACION;long;lat;Titularidad;CIF;Comarca
46028454;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL L'ALQUERIA;EI 1er CICLE MUNICIPAL L'ALQUERIA;Púb.;CM;DEL DIJOUS;2;46970;ALAQUÀS;València;961578125;961500306;1;-0.449865;39.455891;AJUNTAMENT D'ALAQUÀS;;L'HORTA SUD
46028466;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PADRE LUIS AMIGÓ;CENTRE PRIV. ED. INF. 1er CICLE LUIS AMIGÓ;Priv.;CL;SAN PASCUAL BAILÓN;10-B;46130;MASSAMAGRELL;València;961442553;;1;-0.343934;39.57924;;;L'HORTA NORD
46028478;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL DOS CAMPANARS;EI 1er CICLE MUNICIPAL DOS CAMPANARS;Púb.;PS;DELS DOS CAMPANARS;3;46702;GANDIA;València;962959660;;1;-0.189018;38.961471;AJUNTAMENT DE GANDIA;;LA SAFOR
46028481;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BALEARS II;CENTRE PRIV. ED. INF. 1er CICLE BALEARS II;Priv.;CL;ISLAS CANARIAS;44;46023;VALÈNCIA;València;963375125;;1;-0.355063;39.466081;;;VALÈNCIA
46028491;CONSERVATORIO PROFESIONAL DE MÚSICA;CONSERVATORI PROFESSIONAL DE MÚSICA;MUNICIPAL D'ALBAIDA;CONSERVATORI PROFESSIONAL DE MÚSICA MUNICIPAL D'ALBAIDA;Púb.;CL;ARQUEÒLEG BALLESTER;45;46860;ALBAIDA;València;962398262;962900614;1;-0.514914;38.83695;AJUNTAMENT D'ALBAIDA;;LA VALL D'ALBAIDA
46028508;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL LA MILOTXA;EI 1er CICLE MUNICIPAL LA MILOTXA;Púb.;CL;ESCUELAS;S/N;46710;DAIMÚS;València;962818689;962818125;1;-0.150537;38.967793;AJUNTAMENT DE DAIMÚS;;LA SAFOR
46028511;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL ELS MENUTS;EI 1er CICLE MUNICIPAL ELS MENUTS;Púb.;CL;9 D'OCTUBRE;23;46716;RAFELCOFER;València;962800859;;1;-0.169033;38.930149;AJUNTAMENT DE RAFELCOFER;;LA SAFOR
46028533;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA COMETA;CENTRE PRIV. ED. INF. 1er CICLE LA COMETA;Priv.;PZ;SANT JOSEP;6-C;46740;CARCAIXENT - COGULLADA;València;962467406;962467407;1;-0.464173;39.111136;;;LA RIBERA ALTA
46028545;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LLOMA LLARGA;CEIP LLOMA LLARGA;Púb.;CL;ESPÍGOL;S/N;46980;PATERNA - LLOMA LLARGA;València;961207360;;1;-0.432128;39.510661;GENERALITAT VALENCIANA;S4600313C;L'HORTA NORD
46028557;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BABY IALE;CENTRE PRIV. ED. INF. 1er CICLE BABY IALE;Priv.;CL;ESCULTOR GARCÍA MÁS;21-B;46015;VALÈNCIA;València;963464190;963464190;1;-0.400679;39.484468;;;VALÈNCIA
46028569;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;TEVIÁN CEP;CENTRE PRIVAT FP TEVIÁN CEP;Priv.;CL;JUAN LLORENS;39;46008;VALÈNCIA;València;963520425;963521588;1;-0.389729;39.471571;;;VALÈNCIA
46028570;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;TRALARÀ;CENTRE PRIV. ED. INF. 1er CICLE TRALARÀ;Priv.;CL;DOS DE MAYO;197;46870;ONTINYENT;València;655864099;;1;-0.60444;38.819235;;;LA VALL D'ALBAIDA
46028582;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL PARDALETS;EI 1er CICLE MUNICIPAL PARDALETS;Púb.;CL;POETA ARTOLA;S/N;46021;VALÈNCIA;València;960058642;;1;-0.349202;39.475264;AJUNTAMENT DE VALÈNCIA;;VALÈNCIA
46028612;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;DANIEL MATALLÍN;CENTRE PRIVAT FP DANIEL MATALLÍN;Priv.;CL;SENYERA VALENCIANA;5;46600;ALZIRA;València;962401319;;1;-0.440065;39.14905;;;LA RIBERA ALTA
46028636;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MARÍA YOCASTA RUÍZ AGUILERA;CEIP MARÍA YOCASTA RUÍZ AGUILERA;Púb.;CL;VENT D'ARBONES;S/N;46520;SAGUNT - EL PUERTO SAGUNTO;València;962617230;;1;-0.218835;39.669492;GENERALITAT VALENCIANA;Q4601172B;EL CAMP DE MORVEDRE
46028648;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL L'ESCOLETA;EI 1er CICLE MUNICIPAL L'ESCOLETA;Púb.;CL;DE LA NÒRIA;S/N;46115;ALFARA DEL PATRIARCA;València;961393346;;1;-0.381979;39.543696;AJUNTAMENT D'ALFARA DEL PATRIARCA;;L'HORTA NORD
46028661;ESCUELA OFICIAL DE IDIOMAS;ESCOLA OFICIAL D'IDIOMES;;ESCOLA OFICIAL IDIOMES XÀTIVA;Púb.;CL;PINTOR JUAN FRANCÉS GANDIA;S/N;46800;XÀTIVA;València;962249345;;1;-0.510434;38.990868;GENERALITAT VALENCIANA;Q4601244I;LA COSTERA
46028673;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1er CICLE MUNICIPAL;Púb.;CL;LUIS VIVES;S/N;46770;XERACO;València;962892543;;1;-0.216395;39.03704;AJUNTAMENT DE XERACO;;LA SAFOR
46028685;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;GLORIA FUERTES;CEIP GLORIA FUERTES;Púb.;CL;RUTGLÓ;S/N;46600;ALZIRA;València;962457270;;1;-0.431296;39.145364;GENERALITAT VALENCIANA;Q4601171D;LA RIBERA ALTA
46028697;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE ALBORACHE;CENTRO FPA MUNICIPAL DE ALBORACHE;Púb.;PZ;ESPAÑA;4;46369;ALBORACHE;València;962516002;;1;-0.774246;39.393017;AYUNTAMIENTO DE ALBORACHE;;LA HOYA DE BUÑOL
46028703;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL D'ALFARA DEL PATRIARCA;CENTRE FPA MUNICIPAL D'ALFARA DEL PATRIARCA;Púb.;CL;SAN JUAN DE RIBERA;6;46115;ALFARA DEL PATRIARCA;València;600467784;;1;-0.385565;39.544749;AJUNTAMENT D'ALFARA DEL PATRIARCA;;L'HORTA NORD
46028715;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL D'ALMÀSSERA;CENTRE FPA MUNICIPAL D'ALMÀSSERA;Púb.;CL;CARRAIXET;2;46132;ALMÀSSERA;València;610232319;;1;-0.357718;39.512929;AJUNTAMENT D'ALMÀSSERA;;L'HORTA NORD
46028727;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE BELLREGUARD;CENTRE FPA MUNICIPAL DE BELLREGUARD;Púb.;CL;MONDÚVER;S/N;46713;BELLREGUARD;València;962815511;962816218;1;-0.164554;38.945404;AJUNTAMENT DE BELLREGUARD;;LA SAFOR
46028739;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE BENIGÁNIM;CENTRE FPA MUNICIPAL DE BENIGÁNIM;Púb.;CL;MONCADA;14-2;46830;BENIGÀNIM;València;962920086;962920092;1;-0.445;38.943105;AJUNTAMENT DE BENIGÁNIM;;LA VALL D'ALBAIDA
46028740;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE BENIPARRELL;CENTRE FPA MUNICIPAL DE BENIPARRELL;Púb.;CL;BLASCO IBÁÑEZ;5;46469;BENIPARRELL;València;961200735;;1;-0.411665;39.381479;AJUNTAMENT DE BENIPARRELL;;L'HORTA SUD
46028752;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE BÉTERA;CENTRE FPA MUNICIPAL DE BÉTERA;Púb.;AV;VALÈNCIA;26;46117;BÉTERA;València;961601874;;1;-0.456067;39.583858;AJUNTAMENT DE BÉTERA;;EL CAMP DE TÚRIA
46028764;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE BONREPÒS I MIRAMBELL;CENTRE FPA MUNICIPAL DE BONREPÒS I MIRAMBELL;Púb.;CL;VERGE DEL PILAR;28;46131;BONREPÒS I MIRAMBELL;València;662518628;961859631;1;-0.366309;39.518807;AJUNTAMENT DE BONREPÒS I MIRAMBELL;;L'HORTA NORD
46028791;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE CORTES DE PALLÁS;CENTRO FPA MUNICIPAL DE CORTES DE PALLÁS;Púb.;CL;RUHAYA;S/N;46199;CORTES DE PALLÁS;València;639687938;;1;-0.944062;39.240738;AYUNTAMIENTO DE CORTES DE PALLÁS;;EL VALLE DE COFRENTES-AYORA
46028806;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE PUIG;CENTRE FPA MUNICIPAL DE PUIG;Púb.;PZ;MARIANO BENLLIURE;S/N;46540;EL PUIG DE SANTA MARIA;València;961470022;;1;-0.301861;39.587798;AJUNTAMENT DE PUIG;;L'HORTA NORD
46028818;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE FONTANARS DELS ALFORINS;CENTRE FPA MUNICIPAL DE FONTANARS DELS ALFORINS;Púb.;CL;DE LES ESCOLES;1;46635;FONTANARS DELS ALFORINS;València;962222233;960706890;1;-0.784337;38.781906;AJUNTAMENT DE FONTANARS DELS ALFORINS;;LA VALL D'ALBAIDA
46028821;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE GUADASSUAR;CENTRE FPA MUNICIPAL DE GUADASSUAR;Púb.;CL;GRAN VÍA;79;46610;GUADASSUAR;València;962570000;;1;-0.477026;39.18816;AJUNTAMENT DE GUADASSUAR;;LA RIBERA ALTA
46028831;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE JARAFUEL;CENTRO FPA MUNICIPAL DE JARAFUEL;Púb.;AV;DEL PAÍS VALENCIANO;39;46623;JARAFUEL;València;962198011;;1;-1.074707;39.141343;AYUNTAMIENTO DE JARAFUEL;;EL VALLE DE COFRENTES-AYORA
46028843;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE PEDRALBA;CENTRO FPA MUNICIPAL DE PEDRALBA;Púb.;CL;SAN MIGUEL;S/N;46164;PEDRALBA;València;962707353;;1;-0.725774;39.607606;AYUNTAMIENTO DE PEDRALBA;;LA SERRANÍA
46028867;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL PAROTET;CENTRE PRIV. ED. INF. 1er CICLE EL PAROTET;Priv.;CL;RETOR JOAQUIN ESCRIVÁ I PEIRÓ;4;46470;CATARROJA;València;961273030;;1;-0.408485;39.405961;;;L'HORTA SUD
46028892;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL GENT MENUDA;EI 1er CICLE MUNICIPAL GENT MENUDA;Púb.;CL;BERNABÉ GARCÍA;67;46024;VALÈNCIA;València;673855105;;1;-0.335516;39.445444;AJUNTAMENT DE VALÈNCIA;;VALÈNCIA
46028909;CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;MESTRE ONOFRE DÍEZ MONZÓ;CENTRE ENS. PROFESSIONALS DE MÚSICA M. ONOFRE DÍEZ MONZÓ;Priv.;CL;MAJOR;2;46192;MONTSERRAT;València;962998477;;1;-0.603111;39.357595;;;LA RIBERA ALTA
46028934;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE LA FONT DE LA FIGUERA;CENTRE FPA MUNICIPAL DE LA FONT DE LA FIGUERA;Púb.;TR;RAQUEL PAYA;S/N;46630;LA FONT DE LA FIGUERA;València;962290004;;1;-0.877469;38.805663;AJUNTAMENT DE LA FONT DE LA FIGUERA;;LA COSTERA
46028946;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE LA POBLA DE FARNALS;CENTRE FPA MUNICIPAL DE LA POBLA DE FARNALS;Púb.;CL;LES ESCOLES;2;46139;LA POBLA DE FARNALS;València;661408264;;1;-0.3268;39.578529;AJUNTAMENT DE LA POBLA DE FARNALS;;L'HORTA NORD
46028958;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DR.D.ALEJANDRO TORMO MICÓ;CENTRE FPA MUNCIPAL DR.D.ALEJANDRO TORMO MICÓ;Púb.;CL;ÓSCAR DURICH;38;46840;LA POBLA DEL DUC;València;962250066;;1;-0.418918;38.903583;AJUNTAMENT DE LA POBLA DEL DUC;;LA VALL D'ALBAIDA
46028971;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE L'ALQUERIA DE LA COMTESSA;CENTRE FPA MUNICIPAL DE L'ALQUERIA DE LA COMTESSA;Púb.;CL;SANT JAUME;1;46715;L'ALQUERIA DE LA COMTESSA;València;962894006;;1;-0.154774;38.936258;AJUNTAMENT DE L'ALQUERIA DE LA COMTESSA;;LA SAFOR
46028983;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE L'ELIANA;CENTRE FPA MUNICIPAL DE L'ELIANA;Púb.;AV;PARC;S/N;46183;L'ELIANA;València;962758030;;1;-0.534199;39.566165;AJUNTAMENT DE L'ELIANA;;EL CAMP DE TÚRIA
46028995;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL MARÍA DE VIDAURA;CENTRE FPA MUNICIPAL MARÍA DE VIDAURA;Púb.;CL;SANT DOMENECH;18;46838;LLUTXENT;València;962294001;;1;-0.356154;38.942913;AJUNTAMENT DE LLUTXENT;;LA VALL D'ALBAIDA
46029008;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL FONT NOVA;CENTRE FPA MUNICIPAL FONT NOVA;Púb.;CL;FONT NOVA;S/N;46850;L'OLLERIA;València;962200900;962203031;1;-0.546795;38.910535;AJUNTAMENT DE L'OLLERIA;;LA VALL D'ALBAIDA
46029011;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL CAMPÉS;CEIP EL CAMPÉS;Púb.;CL;DE LA SORTANELLA;2;46185;LA POBLA DE VALLBONA;València;962718195;;1;-0.547511;39.588617;GENERALITAT VALENCIANA;S4600061H;EL CAMP DE TÚRIA
46029033;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE MASSAMAGRELL;CENTRE FPA MUNICIPAL DE MASSAMAGRELL;Púb.;AV;DE LA MAGDALENA;S/N;46130;MASSAMAGRELL;València;961443953;;1;-0.336875;39.571657;AJUNTAMENT DE MASSAMAGRELL;;L'HORTA NORD
46029045;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE MELIANA;CENTRE FPA MUNICIPAL DE MELIANA;Púb.;CL;MARÍA MANGLANO;2;46133;MELIANA;València; 961492392;;1;-0.346488;39.530633;AJUNTAMENT DE MELIANA;;L'HORTA NORD
46029057;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL JOANOT MARTORELL;CENTRE FPA MUNICIPAL JOANOT MARTORELL;Púb.;PS;JAUME I;6;46780;OLIVA;València;667747625;;1;-0.121686;38.923802;AJUNTAMENT DE OLIVA;;LA SAFOR
46029069;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE PAIPORTA;CENTRE FPA MUNICIPAL DE PAIPORTA;Púb.;CL;DOCTOR LÓPEZ TRIGO;S/N;46200;PAIPORTA;València;963972426;;1;-0.41723;39.430902;AJUNTAMENT DE PAIPORTA;;L'HORTA SUD
46029082;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL BOLOMOR;CENTRE FPA MUNICIPAL BOLOMOR;Púb.;CL;MESTRE SANSALONI;3;46760;TAVERNES DE LA VALLDIGNA;València;962820350;;1;-0.26193;39.070067;AJUNTAMENT DE TAVERNES DE LA VALLDIGNA;;LA SAFOR
46029094;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE TURÍS;CENTRE FPA MUNICIPAL DE TURÍS;Púb.;CL;JAUME I;20;46389;TURÍS;València;962528167;;1;-0.712552;39.391563;AJUNTAMENT DE TURÍS;;LA RIBERA ALTA
46029100;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE UTIEL;CENTRO FPA MUNICIPAL DE UTIEL;Púb.;PZ;FAUSTO PÉREZ;S/N;46300;UTIEL;València;962170504;;1;-1.210722;39.568667;AYUNTAMIENTO DE UTIEL;;LA PLANA DE UTIEL-REQUENA
46029112;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL ALONSO LATORRE;CENTRE FPA MUNICIPAL ALONSO LATORRE;Púb.;PZ;CONSTITUCIÓN;7;46191;VILAMARXANT;València;962712050;;1;-0.620714;39.568304;AJUNTAMENT DE VILAMARXANT;;EL CAMP DE TÚRIA
46029124;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE VILALLONGA;CENTRE FPA MUNICIPAL DE VILALLONGA;Púb.;CL;DE LA PAZ;12;46720;VILALLONGA;València;682463096;;1;-0.206676;38.885186;AJUNTAMENT DE VILALLONGA;;LA SAFOR
46029136;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE XERACO;CENTRE FPA MUNICIPAL DE XERACO;Púb.;CL;CONSELL;S/N;46770;XERACO;València;962890003;;1;-0.216548;39.029673;AJUNTAMENT DE XERACO;;LA SAFOR
46029252;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PEKES DE LA OLIVERETA;CENTRE PRIV. ED. INF. 1er CICLE PEKES DE LA OLIVERETA;Priv.;CL;OLIMPIA  AROZENA TORRES;18-20;46018;VALÈNCIA;València;961355562;;1;-0.393837;39.470125;;;VALÈNCIA
46029264;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIL·LA ROMANA;CEIP VIL·LA ROMANA;Púb.;CL;SANT VICENT FERRER;1-C;46470;CATARROJA;València;961205580;;1;-0.406942;39.407649;GENERALITAT VALENCIANA;Q4601173J;L'HORTA SUD
46029276;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL VALLE 2;CENTRE PRIV. ED. INF. 1er CICLE EL VALLE 2;Priv.;CL;MARINA BAIXA (LOCAL 2);5;46015;VALÈNCIA;València;963406226;963406226;1;-0.406113;39.491831;;;VALÈNCIA
46029288;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;VEO VEO;CENTRE PRIV. ED. INF. 1er CICLE VEO VEO;Priv.;CL;ESTACIÓN;18;46117;BÉTERA;València;654093576;961601427;1;-0.45891;39.589398;;;EL CAMP DE TÚRIA
46029321;CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;MESTRE ARNAU;CENTRE ENS. PROFESSIONALS DE MÚSICA MESTRE ARNAU;Priv.;PZ;PRAT COMARCAL;S/N;46760;TAVERNES DE LA VALLDIGNA;València;962823121;;1;-0.262129;39.071762;;;LA SAFOR
46029331;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL MESTRE RIVERO;CENTRE FPA MUNICIPAL MESTRE RIVERO;Púb.;PZ;MAESTRO ALBUIXECH;2;46260;ALBERIC;València;962443333;;1;-0.516391;39.117367;AJUNTAMENT D'ALBERIC;;LA RIBERA ALTA
46029343;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL;CENTRE FPA MUNICIPAL;Púb.;CL;SUECA, S/N. C.VALENCIA;S/N;46400;CULLERA;València;961723261;961723261;1;-0.258672;39.168034;AJUNTAMENT DE CULLERA;;LA RIBERA BAIXA
46029355;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL  ;CENTRE FPA MUNCIPAL;Púb.;CL;SALVADOR BOTELLA;S/N;46440;ALMUSSAFES;València;961784904;961784555;1;-0.417749;39.29046;AJUNTAMENT D'ALMUSSAFES;;LA RIBERA BAIXA
46029367;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL;CENTRE FPA MUNICIPAL;Púb.;CL;GLORIETA;S/N;46670;LA POBLA LLARGA;València;962970434;962970462;1;-0.476446;39.08448;AJUNTAMENT DE LA POBLA LLARGA;;LA RIBERA ALTA
