the_geom,codigo,dgenerica,despecific,regimen,tipocalle,direccion,numero,codpostal,localidad,provincia,telefono,fax,cp,codigoine,cartodb_id,created_at,updated_at
0101000020E61000006985FD5FF4A3DABF528149E0C5BB4340,46003676,COL·LEGI D'EDUCACIÓ INFANTIL,VICENT TOSCA,false,CL,CONSTANTI LLOMBART,1,46950,XIRIVELLA,València,962566600,962566601,46950,46110,2096,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000003987FD61F50EBFBF3A63A93F0C474340,03010314,COL·LEGI D'EDUCACIÓ INFANTIL,MESTRE GASPAR LÓPEZ,false,PD,SALT DE L'AIGUA,S/N,3503,BENIDORM,Alacant,965858418,966830696,03502,3031,1759,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000087D4E97D39ECBABF8E1FE0FF7D454340,03016997,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL LES CALETES,false,AV,CIUDAD REAL,6,3503,BENIDORM,Alacant,966806641,966811380,03503,3031,2649,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000DEFFE55F6D1ADEBF58D70D805D2E4340,03000679,INSTITUT D'EDUCACIÓ SECUNDÀR,JAIME II,false,CL,FINAL DE PADRE ESPLÁ,S/N,3015,ALACANT,Alacant,965248416,965248640,03015,3014,1285,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000884E39A0512CDFBF330DE59F742D4340,03001601,COL·LEGI D'EDUCACIÓ INFANTIL,CAMPOAMOR,false,PS,DE CAMPOAMOR,1,3010,ALACANT,Alacant,965919730,965919731,03010,3014,1632,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000128239A0C3D1EFBFF5B704E09FDF4340,46025738,ESCUELA INFANTIL DE PRIMER CIC,MUNICIPAL NTRA.SRA. DE LOS ÁN,false,CL,ROBERTO MADRID,S/N,46176,CHELVA,València,962100912,962100986,46176,46106,2747,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000E122DB1F46DDE0BFAB5516E016344340,03010648,COL·LEGI D'EDUCACIÓ INFANTIL,BEC DE L'ÀGUILA,false,PD,RASPEIG,17,3690,SANT VICENT DEL RASPEIG,Alacant,965665016,965677011,03690,3122,1747,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000A6F8553F8AC8C43FAA6FAAFFBD644340,03014344,COL·LEGI D'EDUCACIÓ INFANTIL,GRAÜLL,false,PD,FREGINAL,S/N,3730,XÀBIA,Alacant,966428885,966428886,03730,3082,806,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000001B4A4A005229DBBF37F35080CDB64340,46015149,COL·LEGI D'EDUCACIÓ INFANTIL,LLUÍS VIVES,false,CL,MARQUÉS DEL TURIA,59,46200,PAIPORTA,València,962565230,962565231,46200,46186,1201,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000003B68E0C1FB1CBFBF3D1AF3DF28474340,03012724,INSTITUT D'EDUCACIÓ SECUNDÀR,BERNAT DE SARRIÀ,false,PD,SALT DE L'AIGUA,S/N,3503,BENIDORM,Alacant,966802603,966802649,03502,3031,1628,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000056041340B071DABFD1EA9A7FAAAD4340,46007955,INSTITUT D'EDUCACIÓ SECUNDÀR,ENRIC VALOR,false,CL,AUSIÀS MARCH,S/N,46460,SILLA,València,961200005,961212858,46460,46230,1734,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000F1B8D0DEDE8ABCBF6E0C01C0B1744340,46018281,COL·LEGI D'EDUCACIÓ INFANTIL,ALFADALÍ,false,CL,ALFADALI,S/N,46780,OLIVA,València,962826625,962826626,46780,46181,946,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000A30621C0EC65EEBFEC815660C8094340,03013340,INSTITUTO DE EDUCACIÓN SECUND,THÁDER,false,CL,ORIOLANOS AUSENTES,18,3300,ORIHUELA,Alacant,966742943,966743109,03312,3099,123,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000099BC5E205C8FD5BFE30A39002CC94340,46029033,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL DE MASSAMAGRELL,false,AV,DE LA MAGDALENA,S/N,46130,MASSAMAGRELL,València,961440051,,46130,46164,2873,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000538120619467F3BFBE98D29FA2C84340,46008984,INSTITUTO DE EDUCACIÓN SECUND,ALAMEDA,false,PS,ALAMEDA,S/N,46300,UTIEL,València,962170500,962170500,46300,46249,1463,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000B3D6EF409F73C73F4C5766005E3B4440,12002211,COL·LEGI D'EDUCACIÓ INFANTIL,MARE DE DÉU DELS ÀNGELS,false,AV,NUESTRA SEÑORA DE LOS ÁNGELE,19,12170,SANT MATEU,Castelló,964336060,964336061,12170,12100,1414,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000009C5E1AA0E3DCE3BF569F6120BEC84340,46029112,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL ALONSO LATORRE,false,PZ,CONSTITUCIÓN,7,46191,VILAMARXANT,València,962710032,,46191,46256,1836,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000007993F83F3481E5BF4DE7D4DF5C004340,03015233,COLEGIO DE EDUCACIÓN INFANTIL,NUESTRA SEÑORA DEL ROSARIO,false,CL,MAITE PAGAZAURTUNDUA RUIZ,S/N,3183,TORREVIEJA,Alacant,966925580,966925866,03183,3133,2072,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000FEC02E203AE8E2BFCFB52FA0174F4340,03006086,INSTITUT D'EDUCACIÓ SECUNDÀR,FRAY IGNACIO BARRACHINA,false,CL,SEVILLA,4,3440,IBI,Alacant,965552755,965550894,03440,3079,885,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000B82946DFA2E8CBBF839CF7FF714A4440,12006226,ESCOLA PÚBLICA DE MÚSICA,MUNICIPAL,false,CL,PILAR,S/N,12318,CINCTORRES,Castelló,964181001,,12318,12045,3118,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000BEA709407B3CEDBF38C42E4091424340,03015750,ESCUELA PÚBLICA DE MÚSICA,MUNICIPAL,false,CL,HORNO DEL VIDRIO,28,3658,SALINAS,Alacant,965720697,,03638,3116,1929,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000CFA0F77F3B34D9BFE8CD4D40B8B54340,46017869,COL·LEGI D'EDUCACIÓ INFANTIL,VICENT RICARD BONILLO,false,CL,MAESTRO SERRANO,S/N,46910,BENETÚSSER,València,963960930,,46910,46054,333,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000002DC41F820052BBBF712A1900AAF84340,12003456,COL·LEGI D'EDUCACIÓ INFANTIL,CARLOS SARTHOU CARRERES,false,CL,ONDA,92,12540,VILA-REAL,Castelló,964523121,,12540,12135,1530,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000C6E500409C87DDBF79281B20E2B94340,46000161,INSTITUT D'EDUCACIÓ SECUNDÀR,DOCTOR FAUSTÍ BARBERÁ,false,CL,VICENTE LIS BARONA,S/N,46970,ALAQUÀS,València,961503450,961511167,46970,46005,1429,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000087BA0F406A13D8BF62E1DA3F05BA4340,46016105,COL·LEGI D'EDUCACIÓ INFANTIL,FERNANDO DE LOS RIOS,false,CL,INGENIERO JOAQUIN BENLLOCH,33-35,46006,VALENCIA,València,963333362,963347770,46006,46250,1865,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000B07111A02556E2BF7742AF3F89C54340,46007281,COL·LEGI D'EDUCACIÓ INFANTIL,CERVANTES,false,CL,DOCTOR FLEMING,2,46190,RIBA-ROJA DE TÚRIA,València,962770414,962770414,46190,46214,915,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000D43564806742DFBF87241F6052764340,46033590,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL SAMBORI,false,AV,CONSTITUCIÓ,14,46839,GUADASSÉQUIES,València,962293005,962293295,46839,46138,3193,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000004BEC0760F687E1BF2D12240049694340,46028120,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL D'AGULLENT,false,CL,MAJOR,4,46890,AGULLENT,València,962907472,,46890,46004,2988,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000007E9179DF56ECDFBFED2312E04FC74340,46006525,COL·LEGI D'EDUCACIÓ INFANTIL,8 DE ABRIL,false,CL,8 DE ABRIL,S/N,46184,SAN ANTONIO DE BENAGÉBER,València,961205140,961205141,46184,46903,404,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000EAD5DEDF544FE7BF6946ABFF18314340,03015099,INSTITUTO DE EDUCACIÓN SECUND,LAS NORIAS,false,AV,MIGUEL CANDELA ALBEROLA,S/N,3670,MONFORTE DEL CID,Alacant,965620749,965621643,03670,3088,1141,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000416E67A0703DA2BF942023A0C2FD4340,12003857,CONSERVATORI PROFESSIONAL DE M,MESTRE TÁRREGA,false,PZ,FADRELL,1,12002,CASTELLÓ DE LA PLANA,Castelló,964222331,964222416,12003,12040,547,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,G
0101000020E6100000E32F4B40EEB0D5BF2FB19EFFC3BB4340,46023882,COL·LEGI D'EDUCACIÓ PRIMÀRI,AIORA,false,CL,JUSTO Y PASTOR,136,46022,VALENCIA,València,962566870,962566871,46022,46250,2863,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,C
0101000020E6100000024C6C80CABFDC3FC7A29F5F4A3B4440,12004001,CENTRE D'EDUCACIÓ ESPECIAL,BAIX MAESTRAT,false,CL,MAS DE MESTRE,S/N,12500,VINARÒS,Castelló,964336475,964336476,12500,12138,997,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,B
0101000020E61000009D1D57C09087F1BFA872EB7FCABE4340,46016166,COLEGIO DE EDUCACIÓN INFANTIL,LAS HIGUERILLAS,false,CL,HONRUBIA,1,46340,REQUENA,València,962301674,962301674,46340,46213,1989,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000009A7AF6BFD0B1E0BF650234000A324340,03013017,CENTRE PÚBLIC DE FORMACIÓ DE,SANT VICENT FERRER,false,CL,ENRIC VALOR,4,3690,SANT VICENT DEL RASPEIG,Alacant,965672330,965672330,03690,3122,2724,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000EF99969FEE58CC3FB2A899FFA1264440,12004394,INSTITUT D'EDUCACIÓ SECUNDÀR,SERRA D'IRTA,false,CL,VILLANUEVA,S/N,12570,ALCALÀ DE XIVERT,Castelló,964410500,964410938,12570,12004,556,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000080902C6002B7E9BF295BDA5F2C3D4340,03010235,COLEGIO DE EDUCACIÓN INFANTIL,MIGUEL SERVET,false,CL,LA MELVA,S/N,3600,ELDA,Alacant,965388728,,03600,3066,1123,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000DFFD1EE03CF1E6BFE67DD23F77234340,03015609,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL DON JULIO,false,CL,SAX,1,3205,ELX,Alacant,965446219,965446219,03206,3065,695,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000354AC47FADE7E3BFB3BD272037C94340,46028341,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL,false,CL,ALONSO LATORRE,S/N,46191,VILAMARXANT,València,653037332,,46191,46256,2709,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000CF43AC7F8978DABF0C9535A094A54340,46001357,COL·LEGI D'EDUCACIÓ INFANTIL,ALMASSAF,false,PS,DEL PARC,S/N,46440,ALMUSSAFES,València,961782521,961794508,46440,46035,737,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000075750B809884E0BF2EBA6180E97E4340,46004772,INSTITUT D'EDUCACIÓ SECUNDÀR,JOSÉ DE RIBERA,false,CL,ACADÈMIC MARAVALL,15,46800,XÀTIVA,València,962273411,962282332,46800,46145,1698,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E61000002A320FA0ACA6E6BFCA85CABF96204340,03010788,COL·LEGI D'EDUCACIÓ INFANTIL,EL PLA,false,CL,MANUEL ALCARAZ MORA,S/N,3204,ELX,Alacant,966915350,966915351,03201,3065,610,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000002F0C7980FEEDD1BF65C1C41F45114440,12001794,COL·LEGI D'EDUCACIÓ INFANTIL,COMTESSA DE LUCENA,false,AV,FERNANDO LEÓN,33,12120,LUCENA DEL CID,Castelló,964738575,964738576,12120,12072,1792,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000001D7F8A5F8847D8BF32FB97FFEB684340,03017308,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL,false,CL,ROSA ESCRIG,14,3850,BENIARRÉS,Alacant,965515035,965515068,03850,3028,2800,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000D2D973E06FD0DABF424A58C0A9734340,46034235,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL CRIST DE L'EMPAR,false,CL,OSCAR DURICH,34,46840,POBLA DEL DUC (LA),València,962250000,,46840,46200,3232,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000422758201972A43FB27FF9BF7E524340,03016675,COL·LEGI D'EDUCACIÓ INFANTIL,OLTÀ,false,CL,PADRE MANJÓN,1,3710,CALP,Alacant,965874931,965837619,03710,3047,2343,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000182C5D40B62CDBBF08A3FE1FCC934340,46015502,COL·LEGI D'EDUCACIÓ INFANTIL,PINTOR TEODORO ANDREU,false,CL,MASSALAVÉS,S/N,46600,ALZIRA,València,962455053,962455345,46600,46017,1056,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000095B3D2FFCD36E6BFFDF3346090214340,03004636,COL·LEGI D'EDUCACIÓ INFANTIL,HISPANIDAD,false,CL,CURTIDORES,7,3203,ELX,Alacant,966915440,966915441,03203,3065,1156,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000BB0C73401A87DCBF23C7E75FDC354340,03016468,INSTITUT D'EDUCACIÓ SECUNDÀR,L'ALLUSSER,false,CL,DE TIRANT LO BLANC,11,3110,MUTXAMEL,Alacant,965951382,965952972,03110,3090,2181,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000B39487E01316F0BF21F94A20252B4340,03000606,COL·LEGI D'EDUCACIÓ INFANTIL,VIRGEN DEL REMEDIO,false,PS,DE LA LIBERTAD,S/N,3668,ALGUEÑA,Alacant,965476047,,03668,3013,181,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000006D760EDF6EBBC0BFD7C23DE0CB784340,46029951,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL COLORETS,false,CL,ROÍS DE CORELLA,S/N,46712,PILES,València,962831762,,46712,46195,1830,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000029F12040FDBCD93F6592A2DF082F4440,12002105,COL·LEGI D'EDUCACIÓ INFANTIL,JAIME SANZ,false,CL,MARJAL,S/N,12598,PENÍSCOLA,Castelló,964336440,964336441,12598,12089,1412,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000004F13D000256E0BF25D9340065894340,46015721,INSTITUT D'EDUCACIÓ SECUNDÀR,VICENTE GANDIA,false,CM,DE LA RONDA,S/N,46270,VILLANUEVA DE CASTELLÓN,València,962450050,962452427,46270,46257,1516,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E61000003B3817005CC9D5BF7D6FD39FFDBB4340,46033723,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL ALGIRÓS,false,CL,LA CAÑADA,2,46022,VALENCIA,València,963309282,963309282,46022,46250,3400,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000D7C98DE04E1BF2BFF33BA81F2FF64340,46026299,COLEGIO RURAL AGRUPADO,EL SABINAR,false,CL,ESCUELAS,S/N,46179,ARAS DE LOS OLMOS,València,962102092,,46179,46041,3117,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000576A925F0C73D8BF968A32C0AAB64340,46019003,INSTITUT D'EDUCACIÓ SECUNDÀR,,false,CL,DEL SOL,S/N,46910,SEDAVÍ,València,963765953,963757422,46910,46223,2536,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000D2143640BFA8E8BF63F327E08D314340,03015373,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL RAMONA SIMÓN,false,CL,TIRSO DE MOLINA (ESQ.VIRIATO),S/N,3660,NOVELDA,Alacant,965604937,,03660,3093,3042,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000006403D77F17D2E6BF0C2B2680AC234340,03013613,ESCOLA INFANTIL DE PRIMER CICL,ALBORADA,false,CL,MESTRE MELCHOR BOTELLA,6,3206,ELX,Alacant,965433131,,03206,3065,112,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000003D5CDCC0C9A8C6BFBA4ED99F7A7B4340,46033395,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL CENTRE HISTÒRIC,false,PC,AUSIÀS MARCH,S/N,46702,GANDIA,València,962871320,,46702,46131,3201,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000008DBA03602FE9E6BF4F082EA061BC4340,46003718,COLEGIO DE EDUCACIÓN INFANTIL,DOCTOR CORACHÁN,false,CL,RUBIO,26,46370,CHIVA,València,961808400,961808401,46370,46111,2098,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000004DB6EB1FF032CDBF18181EA0A0414340,03009038,COL·LEGI D'EDUCACIÓ INFANTIL,MARE NOSTRUM,false,CL,JAIME SANTAOLALLA,S/N,3570,VILA JOIOSA (LA),Alacant,966870860,966870861,03570,3139,1706,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000042DFF91F4207E0BFC42F0620FF2C4340,03013571,ESCOLA INFANTIL DE PRIMER CICL,RAYUELA,false,CL,CIUDAD REAL,15,3005,ALACANT,Alacant,965229879,,03005,3014,600,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000009D8AD2E0E176C0BF4CBBF31F2D4E4340,03006785,COL·LEGI D'EDUCACIÓ INFANTIL,SAN RAFAEL,false,CL,ERMITA,100,3530,NUCIA (LA),Alacant,966896577,966896561,03530,3094,319,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000F246783EAD69BE3F2E213020C5274440,12001629,COL·LEGI D'EDUCACIÓ INFANTIL,LA MORERIA,false,CL,RAMON RAMIA,1,12185,COVES DE VINROMÀ (LES),Castelló,964336055,964336056,12185,12050,1790,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000096DEE5BF9308E0BFCAEC985F72454340,03012591,COL·LEGI D'EDUCACIÓ INFANTIL,CRISTOFOL COLOM,false,CL,JOSÉ MARÍA SAMPER,3,3100,XIXONA,Alacant,965611151,965611151,03100,3083,889,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000CD1B4600F94BABBF9169D9FFA5FC4340,12005866,COL·LEGI D'EDUCACIÓ INFANTIL,ESTEPAR,false,CL,PASCUAL ASENSIO HERNÁNDEZ.,30,12006,CASTELLÓ DE LA PLANA,Castelló,964558990,964558991,12006,12040,3067,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000DE2D65209CDDDA3F4B42D8DFC8354440,12007073,COL·LEGI D'EDUCACIÓ INFANTIL,ÁNGEL ESTEBAN,false,CL,LA PAZ,S/N,12580,BENICARLÓ,Castelló,964405610,964405611,12580,12027,3171,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000605FA87FED99DDBFC0A7DEBF1EBA4340,46027930,COL·LEGI D'EDUCACIÓ INFANTIL,CIUTAT DE CREMONA,false,CL,RECTOR SANCHO BUENO,S/N,46970,ALAQUÀS,València,962566520,962566521,46970,46005,2626,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000B4FB80004C8BD8BF45EC134031B64340,46029380,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL ESCOLA D'ADULTS SEDA,false,CL,VALENCIA,20,46910,SEDAVÍ,València,963185040,,46910,46223,3085,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000007D86FDBF6680F1BFAFDD3D40F7BE4340,46007189,INSTITUTO DE EDUCACIÓN SECUND,OLEANA,false,AV,ALFONSO X EL SABIO,S/N,46340,REQUENA,València,962300166,962300175,46340,46213,913,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E610000013E794BFFC87D0BF523D997FF4FB4340,12005741,SECCIÓ D'EDUCACIÓ SECUNDÀRI,ONDA DE L'I.E.S. SERRA D'ESPAD,false,AV,SERRA D'ESPADÀ,S/N,12200,ONDA,Castelló,964603580,964603573,12200,12084,3072,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E61000000F0C09E0B25FD8BFD8582EC0E36F4340,46027371,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL DE CASTELLÓ DE RUGA,false,CL,DE LA FONT,35,46841,CASTELLÓ DE RUGAT,València,962883010,,46841,46090,2989,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000002FB3BB7FAD84D7BFB6C6B13F9AB94340,46019404,CENTRE PÚBLIC DE FORMACIÓ DE,FONT DE SANT LLUÍS,false,CL,PACO PIERRA,20,46013,VALENCIA,València,963333422,963730149,46013,46250,52,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E61000002AD9A79F14E6D4BFA419E65F26C74340,46033024,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL,false,CL,MESTRE SERRANO,34,46560,MASSALFASSAR,València,961496470,,46560,46163,3340,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000008EE4F21FD26FF4BF07104FC0C0C74340,46022294,COLEGIO RURAL AGRUPADO,OLEANA,false,CL,ALMENDROS,29,46315,CAUDETE DE LAS FUENTES,València,962169135,962169136,46315,46095,2981,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000A27DEA1FD670A13F0B5A48C0E8654340,03016821,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL DE PEDREGUER,false,AV,JAUME I,31,3750,PEDREGUER,Alacant,966456121,,03750,3101,2476,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E610000051A99A9F6989DABFE304B7FF122E4340,03015351,COL·LEGI D'EDUCACIÓ INFANTIL,EL FARO,false,CL,SARGO,4,3540,ALACANT,Alacant,965156608,965156608,03540,3014,2027,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000605A2FE12B25F1BF34A6160099984340,46022154,SECCIÓN DE EDUCACIÓN SECUNDA,JALANCE DEL I.E.S. FERNANDO II,false,CL,LUNA,1,46624,JALANCE,València,962196297,961897005,46624,46142,2322,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,DE
0101000020E6100000AA6CEAFFC665DCBF722A1900AA8F4340,46028788,C. DOCENT PÚB. DE FORMACIÓ B,MUNICIPAL DE CARCAIXENT,false,CL,BONAIRE,1,46740,CARCAIXENT,València,962457600,,46740,46083,2864,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,H
0101000020E6100000FD6E6D20DEACDBBFFC5D448078E84340,12002351,COLEGIO DE EDUCACIÓN INFANTIL,SAN MIGUEL ARCÁNGEL,false,CL,DEPÓSITO,10,12480,SONEJA,Castelló,964135369,964132701,12480,12106,2775,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000004FDB515F40F6C4BF4B3F975FBC784340,46001606,COL·LEGI D'EDUCACIÓ INFANTIL,GREGORI MAYANS I CISCAR,false,CL,VICENT ANDRÉS ESTELLÉS,1,46713,BELLREGUARD,València,962826650,962826651,46713,46048,85,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000000BC0F25FA1C8E8BFF6F2F1BF4BB24340,46029604,COLEGIO RURAL AGRUPADO,ALBORACHE-MACASTRE,false,CM,DE YÁTOVA,2,46369,ALBORACHE,València,962516141,962516530,46369,46012,3062,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,AC
0101000020E6100000B51A3ABF26C0C63F4624C09FD03B4440,12007565,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL,false,CL,GUILLEM SOROLLA,1,12170,SANT MATEU,Castelló,964416171,,12170,12100,3277,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E610000004B241A0DF69D0BF84DD66E036F24340,12007619,ESCOLA INFANTIL DE PRIMER CICL,MUNICIPAL,false,PZ,NUEVA,S/N,12527,ARTANA,Castelló,964611677,964611061,12527,12016,3339,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E61000000E751F80D426DBBF4724C09FD0BC4340,46018278,COL·LEGI D'EDUCACIÓ INFANTIL,L'ALMASSIL,false,CL,BAJO SEGURA,2,46920,MISLATA,València,962566510,962566511,46920,46169,1381,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
0101000020E6100000AC7B21A09FE2DABFB79AD07F6ABC4340,46014901,COL·LEGI D'EDUCACIÓ INFANTIL,MAESTRO SERRANO,false,CL,XIRIVELLA,21,46920,MISLATA,València,962566820,962566821,46920,46169,1382,2014-08-29 16:49:24.65794+00,2014-09-06 18:25:17.435233+00,A
